Ref,Rank,Player_ref,Player,Player Image Link,Team_ref,Team,Team Flag Link,Matches,Points,Year,Month,Format,Category
lrODIsFielders2023_040,40,p00040,firstname lastname lrODIs Fielders40,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,t008,Nigeria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,30,66.9,2024,February,ODIs,Fielders
lrODIsFielders2023_041,41,p00041,firstname lastname lrODIs Fielders41,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,t001,Botswana,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,37,66.23,2024,February,ODIs,Fielders
lrODIsFielders2023_042,42,p00042,firstname lastname lrODIs Fielders42,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,t002,Ghana,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,37,65.57,2024,February,ODIs,Fielders
lrODIsFielders2023_043,43,p00043,firstname lastname lrODIs Fielders43,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,t003,Uganda,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,43,64.91,2024,February,ODIs,Fielders
lrODIsFielders2023_044,44,p00044,firstname lastname lrODIs Fielders44,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,t004,Italy,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,33,64.26,2024,February,ODIs,Fielders
lrODIsFielders2023_045,45,p00045,firstname lastname lrODIs Fielders45,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,t005,Guernsey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,18,63.62,2024,February,ODIs,Fielders
lrODIsFielders2023_046,46,p00046,firstname lastname lrODIs Fielders46,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,t006,Jersey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,24,62.98,2024,February,ODIs,Fielders
lrODIsFielders2023_047,47,p00047,firstname lastname lrODIs Fielders47,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,t007,Norway,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,26,62.35,2024,February,ODIs,Fielders
lrODIsFielders2023_048,48,p00048,firstname lastname lrODIs Fielders48,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,t008,Denmark,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,22,61.73,2024,February,ODIs,Fielders
lrODIsFielders2023_049,49,p00049,firstname lastname lrODIs Fielders49,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,t001,Malaysia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,30,61.11,2024,February,ODIs,Fielders
lrODIsFielders2023_050,50,p00050,firstname lastname lrODIs Fielders50,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,t002,Thailand,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,15,60.5,2024,February,ODIs,Fielders
lrODIsFielders2023_051,51,p00051,firstname lastname lrODIs Fielders51,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,t003,Samoa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,22,59.9,2024,February,ODIs,Fielders
lrODIsFielders2023_052,52,p00052,firstname lastname lrODIs Fielders52,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,t004,Finland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,24,59.3,2024,February,ODIs,Fielders
lrODIsFielders2023_053,53,p00053,firstname lastname lrODIs Fielders53,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,t005,Singapore,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,20,58.7,2024,February,ODIs,Fielders
lrODIsFielders2023_054,54,p00054,firstname lastname lrODIs Fielders54,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,t006,Cayman Islands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,48,58.12,2024,February,ODIs,Fielders
lrODIsFielders2023_055,55,p00055,firstname lastname lrODIs Fielders55,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,t007,Austria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,21,57.54,2024,February,ODIs,Fielders
lrODIsFielders2023_056,56,p00056,firstname lastname lrODIs Fielders56,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,t008,Romania,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,45,56.96,2024,February,ODIs,Fielders
lrODIsFielders2023_057,57,p00057,firstname lastname lrODIs Fielders57,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,t001,Luxembourg,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,14,56.39,2024,February,ODIs,Fielders
lrODIsFielders2023_058,58,p00058,firstname lastname lrODIs Fielders58,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,t002,Turkey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,31,55.83,2024,February,ODIs,Fielders
lrODIsFielders2023_059,59,p00059,firstname lastname lrODIs Fielders59,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,t003,Czech Republic,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,46,55.27,2024,February,ODIs,Fielders
lrODIsFielders2023_060,60,p00060,firstname lastname lrODIs Fielders60,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,t004,Argentina,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,44,54.72,2024,February,ODIs,Fielders
lrODIsFielders2023_061,61,p00061,firstname lastname lrODIs Fielders61,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,t005,Brazil,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,44,54.17,2024,February,ODIs,Fielders
lrODIsFielders2023_062,62,p00062,firstname lastname lrODIs Fielders62,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,t006,Chile,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,15,53.63,2024,February,ODIs,Fielders
lrODIsFielders2023_063,63,p00063,firstname lastname lrODIs Fielders63,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,t007,Peru,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,26,53.09,2024,February,ODIs,Fielders
lrODIsFielders2023_064,64,p00064,firstname lastname lrODIs Fielders64,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,t008,Bulgaria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,29,52.56,2024,February,ODIs,Fielders
lrODIsFielders2023_065,65,p00065,firstname lastname lrODIs Fielders65,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,t001,Serbia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,21,52.03,2024,February,ODIs,Fielders
lrODIsFielders2023_066,66,p00066,firstname lastname lrODIs Fielders66,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,t002,Greece,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,21,51.51,2024,February,ODIs,Fielders
lrODIsFielders2023_067,67,p00067,firstname lastname lrODIs Fielders67,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,t003,Portugal,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,48,51,2024,February,ODIs,Fielders
lrODIsFielders2023_068,68,p00068,firstname lastname lrODIs Fielders68,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,t004,Gibraltar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,46,50.49,2024,February,ODIs,Fielders
lrODIsFielders2023_069,69,p00069,firstname lastname lrODIs Fielders69,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,t005,Malawi,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,10,49.98,2024,February,ODIs,Fielders
lrODIsFielders2023_070,70,p00070,firstname lastname lrODIs Fielders70,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,t006,Mozambique,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,28,49.48,2024,February,ODIs,Fielders
lrODIsFielders2023_071,71,p00071,firstname lastname lrODIs Fielders71,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,t007,Bhutan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,33,48.99,2024,February,ODIs,Fielders
lrODIsFielders2023_072,72,p00072,firstname lastname lrODIs Fielders72,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,t008,Isle of Man,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,49,48.5,2024,February,ODIs,Fielders
lrODIsFielders2023_073,73,p00073,firstname lastname lrODIs Fielders73,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,t001,France,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,32,48.01,2024,February,ODIs,Fielders
lrODIsFielders2023_074,74,p00074,firstname lastname lrODIs Fielders74,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,t002,Sweden,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,18,47.53,2024,February,ODIs,Fielders
lrODIsFielders2023_075,75,p00075,firstname lastname lrODIs Fielders75,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,t003,Rwanda,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,36,47.06,2024,February,ODIs,Fielders
lrODIsFielders2023_076,76,p00076,firstname lastname lrODIs Fielders76,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,t004,Hungary,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,33,46.59,2024,February,ODIs,Fielders
lrODIsFielders2023_077,77,p00077,firstname lastname lrODIs Fielders77,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,t005,Cyprus,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,14,46.12,2024,February,ODIs,Fielders
lrODIsFielders2023_078,78,p00078,firstname lastname lrODIs Fielders78,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,t006,Estonia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,46,45.66,2024,February,ODIs,Fielders
lrODIsFielders2023_079,79,p00079,firstname lastname lrODIs Fielders79,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,t007,Lesotho,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,31,45.2,2024,February,ODIs,Fielders
lrODIsFielders2023_080,80,p00080,firstname lastname lrODIs Fielders80,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,t008,Seychelles,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,39,44.75,2024,February,ODIs,Fielders
lrODIsFielders2023_081,81,p00081,firstname lastname lrODIs Fielders81,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,t001,Sierra Leone,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,33,44.3,2024,February,ODIs,Fielders
lrODIsFielders2023_082,82,p00082,firstname lastname lrODIs Fielders82,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,t002,Switzerland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,40,43.86,2024,February,ODIs,Fielders
lrODIsFielders2023_083,83,p00083,firstname lastname lrODIs Fielders83,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,t003,Cameroon,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,39,43.42,2024,February,ODIs,Fielders
lrODIsFielders2023_084,84,p00084,firstname lastname lrODIs Fielders84,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,t004,Bahamas,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,21,42.99,2024,February,ODIs,Fielders
lrODIsFielders2023_085,85,p00085,firstname lastname lrODIs Fielders85,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,t005,Israel,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,35,42.56,2024,February,ODIs,Fielders
lrODIsFielders2023_086,86,p00086,firstname lastname lrODIs Fielders86,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,t006,Croatia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,43,42.13,2024,February,ODIs,Fielders
lrODIsFielders2023_087,87,p00087,firstname lastname lrODIs Fielders87,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,t007,Slovenia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,18,41.71,2024,February,ODIs,Fielders
lrODIsFielders2023_088,88,p00088,firstname lastname lrODIs Fielders88,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,t008,Fiji,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,24,41.29,2024,February,ODIs,Fielders
lrODIsFielders2023_089,89,p00089,firstname lastname lrODIs Fielders89,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,t001,Cook Islands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,22,40.88,2024,February,ODIs,Fielders
lrODIsFielders2023_090,90,p00090,firstname lastname lrODIs Fielders90,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,t002,Indonesia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,21,40.47,2024,February,ODIs,Fielders
lrODIsFielders2023_091,91,p00091,firstname lastname lrODIs Fielders91,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,t003,Japan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,13,40.07,2024,February,ODIs,Fielders
lrODIsFielders2023_092,92,p00092,firstname lastname lrODIs Fielders92,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,t004,Mali,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,31,39.67,2024,February,ODIs,Fielders
lrODIsFielders2023_093,93,p00093,firstname lastname lrODIs Fielders93,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,t005,Gambia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,30,39.27,2024,February,ODIs,Fielders
lrODIsFielders2023_094,94,p00094,firstname lastname lrODIs Fielders94,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,t006,Cambodia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,36,38.88,2024,February,ODIs,Fielders
lrODIsFielders2023_095,95,p00095,firstname lastname lrODIs Fielders95,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,t007,Myanmar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,10,38.49,2024,February,ODIs,Fielders
lrODIsFielders2023_096,96,p00096,firstname lastname lrODIs Fielders96,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,t008,Mongolia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,37,38.1,2024,February,ODIs,Fielders
lrODIsFielders2023_097,97,p00097,firstname lastname lrODIs Fielders97,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,t009,Mali,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,32,37.72,2024,February,ODIs,Fielders
lrODIsFielders2023_098,98,p00098,firstname lastname lrODIs Fielders98,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,t010,Gambia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,20,37.35,2024,February,ODIs,Fielders
lrODIsFielders2023_099,99,p00099,firstname lastname lrODIs Fielders99,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,t011,Cambodia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,12,36.97,2024,February,ODIs,Fielders
lrODIsFielders2023_100,100,p00100,firstname lastname lrODIs Fielders100,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,t012,Mali,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,43,36.6,2024,February,ODIs,Fielders
lrODIsPlayers2023_001,1,p00001,firstname lastname lrODIs Players1,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/au.png,t001,Australia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/au.png,49,99,2024,February,ODIs,Players
lrODIsPlayers2023_002,2,p00002,firstname lastname lrODIs Players2,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-eng.png,t002,England,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-eng.png,12,98.01,2024,February,ODIs,Players
lrODIsPlayers2023_003,3,p00003,firstname lastname lrODIs Players3,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/za.png,t003,South Africa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/za.png,14,97.03,2024,February,ODIs,Players
lrODIsPlayers2023_004,4,p00004,firstname lastname lrODIs Players4,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/wi.png,t004,West Indies,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/wi.png,42,96.06,2024,February,ODIs,Players
lrODIsPlayers2023_005,5,p00005,firstname lastname lrODIs Players5,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nz.png,t005,New Zealand,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nz.png,44,95.1,2024,February,ODIs,Players
lrODIsPlayers2023_006,6,p00006,firstname lastname lrODIs Players6,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/in.png,t006,India,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/in.png,42,94.15,2024,February,ODIs,Players
lrODIsPlayers2023_007,7,p00007,firstname lastname lrODIs Players7,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pk.png,t007,Pakistan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pk.png,20,93.21,2024,February,ODIs,Players
lrODIsPlayers2023_008,8,p00008,firstname lastname lrODIs Players8,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lk.png,t008,Sri Lanka,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lk.png,10,92.27,2024,February,ODIs,Players
lrODIsPlayers2023_009,9,p00009,firstname lastname lrODIs Players9,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ca.png,t001,Canada,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ca.png,33,91.35,2024,February,ODIs,Players
lrODIsPlayers2023_010,10,p00010,firstname lastname lrODIs Players10,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/zw.png,t002,Zimbabwe,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/zw.png,36,90.44,2024,February,ODIs,Players
lrODIsPlayers2023_011,11,p00011,firstname lastname lrODIs Players11,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bd.png,t003,Bangladesh,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bd.png,14,89.53,2024,February,ODIs,Players
lrODIsPlayers2023_012,12,p00012,firstname lastname lrODIs Players12,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ae.png,t004,United Arab Emirates,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ae.png,43,88.64,2024,February,ODIs,Players
lrODIsPlayers2023_013,13,p00013,firstname lastname lrODIs Players13,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nl.png,t005,Netherlands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nl.png,16,87.75,2024,February,ODIs,Players
lrODIsPlayers2023_014,14,p00014,firstname lastname lrODIs Players14,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,t006,Kenya,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,41,86.87,2024,February,ODIs,Players
lrODIsPlayers2023_015,15,p00015,firstname lastname lrODIs Players15,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-sct.png,t007,Scotland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-sct.png,30,86.01,2024,February,ODIs,Players
lrODIsPlayers2023_016,16,p00016,firstname lastname lrODIs Players16,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/na.png,t008,Namibia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/na.png,35,85.15,2024,February,ODIs,Players
lrODIsPlayers2023_017,17,p00017,firstname lastname lrODIs Players17,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hk.png,t001,Hong Kong,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hk.png,13,84.29,2024,February,ODIs,Players
lrODIsPlayers2023_018,18,p00018,firstname lastname lrODIs Players18,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/us.png,t002,United States of America,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/us.png,18,83.45,2024,February,ODIs,Players
lrODIsPlayers2023_019,19,p00019,firstname lastname lrODIs Players19,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,t003,Bermuda,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,12,82.62,2024,February,ODIs,Players
lrODIsPlayers2023_020,20,p00020,firstname lastname lrODIs Players20,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,t004,Ireland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,12,81.79,2024,February,ODIs,Players
lrODIsPlayers2023_021,21,p00021,firstname lastname lrODIs Players21,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,t005,Afghanistan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,12,80.97,2024,February,ODIs,Players
lrODIsPlayers2023_022,22,p00022,firstname lastname lrODIs Players22,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,t006,Nepal,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,18,80.16,2024,February,ODIs,Players
lrODIsPlayers2023_023,23,p00023,firstname lastname lrODIs Players23,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,t007,Papua New Guinea,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,33,79.36,2024,February,ODIs,Players
lrODIsPlayers2023_024,24,p00024,firstname lastname lrODIs Players24,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,t008,Oman,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,44,78.57,2024,February,ODIs,Players
lrODIsPlayers2023_025,25,p00025,firstname lastname lrODIs Players25,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,t001,Bahrain,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,19,77.78,2024,February,ODIs,Players
lrODIsPlayers2023_026,26,p00026,firstname lastname lrODIs Players26,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,t002,Kuwait,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,49,77,2024,February,ODIs,Players
lrODIsPlayers2023_027,27,p00027,firstname lastname lrODIs Players27,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,t003,Maldives,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,44,76.23,2024,February,ODIs,Players
lrODIsPlayers2023_028,28,p00028,firstname lastname lrODIs Players28,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,t004,Saudi Arabia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,42,75.47,2024,February,ODIs,Players
lrODIsPlayers2023_029,29,p00029,firstname lastname lrODIs Players29,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,t005,Qatar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,16,74.72,2024,February,ODIs,Players
lrODIsPlayers2023_030,30,p00030,firstname lastname lrODIs Players30,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,t006,Philippines,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,49,73.97,2024,February,ODIs,Players
lrODIsPlayers2023_031,31,p00031,firstname lastname lrODIs Players31,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,t007,Vanuatu,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,47,73.23,2024,February,ODIs,Players
lrODIsPlayers2023_032,32,p00032,firstname lastname lrODIs Players32,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,t008,Malta,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,20,72.5,2024,February,ODIs,Players
lrODIsPlayers2023_033,33,p00033,firstname lastname lrODIs Players33,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,t001,Spain,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,17,71.77,2024,February,ODIs,Players
lrODIsPlayers2023_034,34,p00034,firstname lastname lrODIs Players34,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,t002,Belize,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,16,71.06,2024,February,ODIs,Players
lrODIsPlayers2023_035,35,p00035,firstname lastname lrODIs Players35,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,t003,Mexico,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,31,70.34,2024,February,ODIs,Players
lrODIsPlayers2023_036,36,p00036,firstname lastname lrODIs Players36,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,t004,Costa Rica,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,33,69.64,2024,February,ODIs,Players
lrODIsPlayers2023_037,37,p00037,firstname lastname lrODIs Players37,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,t005,Panama,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,40,68.94,2024,February,ODIs,Players
lrODIsPlayers2023_038,38,p00038,firstname lastname lrODIs Players38,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,t006,Belgium,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,17,68.26,2024,February,ODIs,Players
