Ref,Rank,Player_ref,Player,Player Image Link,Team_ref,Team,Team Flag Link,Matches,Points,Year,Month,Format,Category
annual_awardsT20IsBatsmen2018_023,23,p00523,firstname lastname aaT20Is Batsmen523,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,t007,Papua New Guinea,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,42,77.40,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_024,24,p00524,firstname lastname aaT20Is Batsmen524,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,t008,Oman,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,15,76.62,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_025,25,p00525,firstname lastname aaT20Is Batsmen525,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,t001,Bahrain,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,33,75.86,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_026,26,p00526,firstname lastname aaT20Is Batsmen526,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,t002,Kuwait,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,30,75.10,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_027,27,p00527,firstname lastname aaT20Is Batsmen527,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,t003,Maldives,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,48,74.35,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_028,28,p00528,firstname lastname aaT20Is Batsmen528,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,t004,Saudi Arabia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,19,73.60,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_029,29,p00529,firstname lastname aaT20Is Batsmen529,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,t005,Qatar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,48,72.87,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_030,30,p00530,firstname lastname aaT20Is Batsmen530,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,t006,Philippines,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,31,72.14,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_031,31,p00531,firstname lastname aaT20Is Batsmen531,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,t007,Vanuatu,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,24,71.42,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_032,32,p00532,firstname lastname aaT20Is Batsmen532,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,t008,Malta,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,39,70.70,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_033,33,p00533,firstname lastname aaT20Is Batsmen533,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,t001,Spain,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,49,70.00,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_034,34,p00534,firstname lastname aaT20Is Batsmen534,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,t002,Belize,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,11,69.30,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_035,35,p00535,firstname lastname aaT20Is Batsmen535,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,t003,Mexico,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,45,68.60,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_036,36,p00536,firstname lastname aaT20Is Batsmen536,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,t004,Costa Rica,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,12,67.92,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_037,37,p00537,firstname lastname aaT20Is Batsmen537,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,t005,Panama,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,36,67.24,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_038,38,p00538,firstname lastname aaT20Is Batsmen538,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,t006,Belgium,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,28,66.57,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_039,39,p00539,firstname lastname aaT20Is Batsmen539,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,t007,Germany,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,17,65.90,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_040,40,p00540,firstname lastname aaT20Is Batsmen540,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,t008,Nigeria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,31,65.24,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_041,41,p00541,firstname lastname aaT20Is Batsmen541,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,t001,Botswana,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,12,64.59,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_042,42,p00542,firstname lastname aaT20Is Batsmen542,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,t002,Ghana,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,11,63.94,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_043,43,p00543,firstname lastname aaT20Is Batsmen543,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,t003,Uganda,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,38,63.30,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_044,44,p00544,firstname lastname aaT20Is Batsmen544,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,t004,Italy,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,19,62.67,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_045,45,p00545,firstname lastname aaT20Is Batsmen545,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,t005,Guernsey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,18,62.04,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_046,46,p00546,firstname lastname aaT20Is Batsmen546,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,t006,Jersey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,26,61.42,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_047,47,p00547,firstname lastname aaT20Is Batsmen547,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,t007,Norway,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,22,60.81,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_048,48,p00548,firstname lastname aaT20Is Batsmen548,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,t008,Denmark,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,46,60.20,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_049,49,p00549,firstname lastname aaT20Is Batsmen549,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,t001,Malaysia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,19,59.60,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_050,50,p00550,firstname lastname aaT20Is Batsmen550,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,t002,Thailand,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,12,59.00,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_051,51,p00551,firstname lastname aaT20Is Batsmen551,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,t003,Samoa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,10,58.41,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_052,52,p00552,firstname lastname aaT20Is Batsmen552,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,t004,Finland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,42,57.83,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_053,53,p00553,firstname lastname aaT20Is Batsmen553,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,t005,Singapore,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,13,57.25,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_054,54,p00554,firstname lastname aaT20Is Batsmen554,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,t006,Cayman Islands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,31,56.68,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_055,55,p00555,firstname lastname aaT20Is Batsmen555,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,t007,Austria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,26,56.11,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_056,56,p00556,firstname lastname aaT20Is Batsmen556,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,t008,Romania,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,32,55.55,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_057,57,p00557,firstname lastname aaT20Is Batsmen557,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,t001,Luxembourg,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,15,54.99,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_058,58,p00558,firstname lastname aaT20Is Batsmen558,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,t002,Turkey,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,44,54.44,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_059,59,p00559,firstname lastname aaT20Is Batsmen559,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,t003,Czech Republic,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,41,53.90,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_060,60,p00560,firstname lastname aaT20Is Batsmen560,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,t004,Argentina,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,32,53.36,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_061,61,p00561,firstname lastname aaT20Is Batsmen561,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,t005,Brazil,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,45,52.83,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_062,62,p00562,firstname lastname aaT20Is Batsmen562,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,t006,Chile,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,20,52.30,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_063,63,p00563,firstname lastname aaT20Is Batsmen563,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,t007,Peru,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,16,51.78,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_064,64,p00564,firstname lastname aaT20Is Batsmen564,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,t008,Bulgaria,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,36,51.26,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_065,65,p00565,firstname lastname aaT20Is Batsmen565,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,t001,Serbia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,29,50.75,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_066,66,p00566,firstname lastname aaT20Is Batsmen566,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,t002,Greece,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,43,50.24,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_067,67,p00567,firstname lastname aaT20Is Batsmen567,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,t003,Portugal,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,36,49.74,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_068,68,p00568,firstname lastname aaT20Is Batsmen568,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,t004,Gibraltar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,28,49.24,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_069,69,p00569,firstname lastname aaT20Is Batsmen569,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,t005,Malawi,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,46,48.75,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_070,70,p00570,firstname lastname aaT20Is Batsmen570,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,t006,Mozambique,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,43,48.26,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_071,71,p00571,firstname lastname aaT20Is Batsmen571,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,t007,Bhutan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,37,47.78,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_072,72,p00572,firstname lastname aaT20Is Batsmen572,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,t008,Isle of Man,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,10,47.30,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_073,73,p00573,firstname lastname aaT20Is Batsmen573,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,t001,France,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,46,46.83,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_074,74,p00574,firstname lastname aaT20Is Batsmen574,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,t002,Sweden,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,28,46.36,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_075,75,p00575,firstname lastname aaT20Is Batsmen575,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,t003,Rwanda,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,44,45.89,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_076,76,p00576,firstname lastname aaT20Is Batsmen576,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,t004,Hungary,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,11,45.43,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_077,77,p00577,firstname lastname aaT20Is Batsmen577,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,t005,Cyprus,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,49,44.98,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_078,78,p00578,firstname lastname aaT20Is Batsmen578,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,t006,Estonia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,44,44.53,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_079,79,p00579,firstname lastname aaT20Is Batsmen579,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,t007,Lesotho,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,37,44.09,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_080,80,p00580,firstname lastname aaT20Is Batsmen580,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,t008,Seychelles,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,34,43.64,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_081,81,p00581,firstname lastname aaT20Is Batsmen581,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,t001,Sierra Leone,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,47,43.21,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_082,82,p00582,firstname lastname aaT20Is Batsmen582,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,t002,Switzerland,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,50,42.78,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_083,83,p00583,firstname lastname aaT20Is Batsmen583,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,t003,Cameroon,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,14,42.35,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_084,84,p00584,firstname lastname aaT20Is Batsmen584,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,t004,Bahamas,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,35,41.92,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_085,85,p00585,firstname lastname aaT20Is Batsmen585,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,t005,Israel,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,27,41.51,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_086,86,p00586,firstname lastname aaT20Is Batsmen586,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,t006,Croatia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,34,41.09,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_087,87,p00587,firstname lastname aaT20Is Batsmen587,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,t007,Slovenia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,36,40.68,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_088,88,p00588,firstname lastname aaT20Is Batsmen588,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,t008,Fiji,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,22,40.27,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_089,89,p00589,firstname lastname aaT20Is Batsmen589,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,t001,Cook Islands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,20,39.87,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_090,90,p00590,firstname lastname aaT20Is Batsmen590,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,t002,Indonesia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,35,39.47,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_091,91,p00591,firstname lastname aaT20Is Batsmen591,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,t003,Japan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,14,39.08,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_092,92,p00592,firstname lastname aaT20Is Batsmen592,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,t004,Mali,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,21,38.69,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_093,93,p00593,firstname lastname aaT20Is Batsmen593,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,t005,Gambia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,11,38.30,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_094,94,p00594,firstname lastname aaT20Is Batsmen594,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,t006,Cambodia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,24,37.92,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_095,95,p00595,firstname lastname aaT20Is Batsmen595,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,t007,Myanmar,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,48,37.54,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_096,96,p00596,firstname lastname aaT20Is Batsmen596,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,t008,Mongolia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,42,37.16,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_097,97,p00597,firstname lastname aaT20Is Batsmen597,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,t009,Mali,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,35,36.79,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_098,98,p00598,firstname lastname aaT20Is Batsmen598,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,t010,Gambia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,18,36.42,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_099,99,p00599,firstname lastname aaT20Is Batsmen599,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,t011,Cambodia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,12,36.06,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2018_100,100,p00600,firstname lastname aaT20Is Batsmen600,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,t012,Mali,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,41,35.70,2018,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_001,1,p00601,firstname lastname aaT20Is Batsmen601,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/au.png,t001,Australia,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/au.png,30,96.07,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_002,2,p00602,firstname lastname aaT20Is Batsmen602,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-eng.png,t002,England,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-eng.png,28,95.11,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_003,3,p00603,firstname lastname aaT20Is Batsmen603,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/za.png,t003,South Africa,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/za.png,48,94.16,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_004,4,p00604,firstname lastname aaT20Is Batsmen604,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/wi.png,t004,West Indies,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/wi.png,43,93.21,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_005,5,p00605,firstname lastname aaT20Is Batsmen605,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nz.png,t005,New Zealand,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nz.png,41,92.28,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_006,6,p00606,firstname lastname aaT20Is Batsmen606,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/in.png,t006,India,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/in.png,17,91.36,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_007,7,p00607,firstname lastname aaT20Is Batsmen607,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pk.png,t007,Pakistan,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pk.png,45,90.45,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_008,8,p00608,firstname lastname aaT20Is Batsmen608,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lk.png,t008,Sri Lanka,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lk.png,35,89.54,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_009,9,p00609,firstname lastname aaT20Is Batsmen609,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ca.png,t001,Canada,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ca.png,44,88.65,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_010,10,p00610,firstname lastname aaT20Is Batsmen610,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/zw.png,t002,Zimbabwe,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/zw.png,15,87.76,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_011,11,p00611,firstname lastname aaT20Is Batsmen611,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bd.png,t003,Bangladesh,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bd.png,15,86.88,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_012,12,p00612,firstname lastname aaT20Is Batsmen612,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ae.png,t004,United Arab Emirates,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ae.png,10,86.01,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_013,13,p00613,firstname lastname aaT20Is Batsmen613,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nl.png,t005,Netherlands,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nl.png,15,85.15,2017,December,T20Is,Batsmen
annual_awardsT20IsBatsmen2017_014,14,p00614,firstname lastname aaT20Is Batsmen614,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,t006,Kenya,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,21,84.30,2017,December,T20Is,Batsmen
