Ref,Rank,Team_ref,Team,Team Flag Link,Matches,Points,Year,Month,Format
hrTeamsT20Is2019_017,17,t001,Hong KongT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hk.png,33,82.62,2019,December,T20Is
hrTeamsT20Is2019_018,18,t002,United States of AmericaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/us.png,48,81.79,2019,December,T20Is
hrTeamsT20Is2019_019,19,t003,BermudaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,39,80.98,2019,December,T20Is
hrTeamsT20Is2019_020,20,t004,IrelandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,16,80.17,2019,December,T20Is
hrTeamsT20Is2019_021,21,t005,AfghanistanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,23,79.37,2019,December,T20Is
hrTeamsT20Is2019_022,22,t006,NepalT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,33,78.57,2019,December,T20Is
hrTeamsT20Is2019_023,23,t007,Papua New GuineaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,48,77.79,2019,December,T20Is
hrTeamsT20Is2019_024,24,t008,OmanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,11,77.01,2019,December,T20Is
hrTeamsT20Is2019_025,25,t001,BahrainT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,28,76.24,2019,December,T20Is
hrTeamsT20Is2019_026,26,t002,KuwaitT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,48,75.48,2019,December,T20Is
hrTeamsT20Is2019_027,27,t003,MaldivesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,10,74.72,2019,December,T20Is
hrTeamsT20Is2019_028,28,t004,Saudi ArabiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,31,73.97,2019,December,T20Is
hrTeamsT20Is2019_029,29,t005,QatarT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,25,73.23,2019,December,T20Is
hrTeamsT20Is2019_030,30,t006,PhilippinesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,16,72.50,2019,December,T20Is
hrTeamsT20Is2019_031,31,t007,VanuatuT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,11,71.78,2019,December,T20Is
hrTeamsT20Is2019_032,32,t008,MaltaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,24,71.06,2019,December,T20Is
hrTeamsT20Is2019_033,33,t001,SpainT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,25,70.35,2019,December,T20Is
hrTeamsT20Is2019_034,34,t002,BelizeT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,50,69.64,2019,December,T20Is
hrTeamsT20Is2019_035,35,t003,MexicoT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,21,68.95,2019,December,T20Is
hrTeamsT20Is2019_036,36,t004,Costa RicaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,22,68.26,2019,December,T20Is
hrTeamsT20Is2019_037,37,t005,PanamaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,29,67.58,2019,December,T20Is
hrTeamsT20Is2019_038,38,t006,BelgiumT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,27,66.90,2019,December,T20Is
hrTeamsT20Is2019_039,39,t007,GermanyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,17,66.23,2019,December,T20Is
hrTeamsT20Is2019_040,40,t008,NigeriaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,48,65.57,2019,December,T20Is
hrTeamsT20Is2019_041,41,t001,BotswanaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,13,64.91,2019,December,T20Is
hrTeamsT20Is2019_042,42,t002,GhanaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,12,64.26,2019,December,T20Is
hrTeamsT20Is2019_043,43,t003,UgandaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,42,63.62,2019,December,T20Is
hrTeamsT20Is2019_044,44,t004,ItalyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,10,62.99,2019,December,T20Is
hrTeamsT20Is2019_045,45,t005,GuernseyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,18,62.36,2019,December,T20Is
hrTeamsT20Is2019_046,46,t006,JerseyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,33,61.73,2019,December,T20Is
hrTeamsT20Is2019_047,47,t007,NorwayT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,36,61.11,2019,December,T20Is
hrTeamsT20Is2019_048,48,t008,DenmarkT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,43,60.50,2019,December,T20Is
hrTeamsT20Is2019_049,49,t001,MalaysiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,10,59.90,2019,December,T20Is
hrTeamsT20Is2019_050,50,t002,ThailandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,30,59.30,2019,December,T20Is
hrTeamsT20Is2019_051,51,t003,SamoaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,38,58.71,2019,December,T20Is
hrTeamsT20Is2019_052,52,t004,FinlandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,36,58.12,2019,December,T20Is
hrTeamsT20Is2019_053,53,t005,SingaporeT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,25,57.54,2019,December,T20Is
hrTeamsT20Is2019_054,54,t006,Cayman IslandsT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,26,56.96,2019,December,T20Is
hrTeamsT20Is2019_055,55,t007,AustriaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,24,56.39,2019,December,T20Is
hrTeamsT20Is2019_056,56,t008,RomaniaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,32,55.83,2019,December,T20Is
hrTeamsT20Is2019_057,57,t001,LuxembourgT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,14,55.27,2019,December,T20Is
hrTeamsT20Is2019_058,58,t002,TurkeyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,30,54.72,2019,December,T20Is
hrTeamsT20Is2019_059,59,t003,Czech RepublicT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,27,54.17,2019,December,T20Is
hrTeamsT20Is2019_060,60,t004,ArgentinaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,17,53.63,2019,December,T20Is
hrTeamsT20Is2019_061,61,t005,BrazilT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,40,53.09,2019,December,T20Is
hrTeamsT20Is2019_062,62,t006,ChileT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,38,52.56,2019,December,T20Is
hrTeamsT20Is2019_063,63,t007,PeruT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,28,52.04,2019,December,T20Is
hrTeamsT20Is2019_064,64,t008,BulgariaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,40,51.52,2019,December,T20Is
hrTeamsT20Is2019_065,65,t001,SerbiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,30,51.00,2019,December,T20Is
hrTeamsT20Is2019_066,66,t002,GreeceT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,36,50.49,2019,December,T20Is
hrTeamsT20Is2019_067,67,t003,PortugalT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,43,49.99,2019,December,T20Is
hrTeamsT20Is2019_068,68,t004,GibraltarT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,40,49.49,2019,December,T20Is
hrTeamsT20Is2019_069,69,t005,MalawiT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,31,48.99,2019,December,T20Is
hrTeamsT20Is2019_070,70,t006,MozambiqueT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,11,48.50,2019,December,T20Is
hrTeamsT20Is2019_071,71,t007,BhutanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,34,48.02,2019,December,T20Is
hrTeamsT20Is2019_072,72,t008,Isle of ManT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,15,47.54,2019,December,T20Is
hrTeamsT20Is2019_073,73,t001,FranceT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,25,47.06,2019,December,T20Is
hrTeamsT20Is2019_074,74,t002,SwedenT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,25,46.59,2019,December,T20Is
hrTeamsT20Is2019_075,75,t003,RwandaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,27,46.12,2019,December,T20Is
hrTeamsT20Is2019_076,76,t004,HungaryT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,28,45.66,2019,December,T20Is
hrTeamsT20Is2019_077,77,t005,CyprusT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,16,45.21,2019,December,T20Is
hrTeamsT20Is2019_078,78,t006,EstoniaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,21,44.75,2019,December,T20Is
hrTeamsT20Is2019_079,79,t007,LesothoT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,34,44.31,2019,December,T20Is
hrTeamsT20Is2019_080,80,t008,SeychellesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sc.png,12,43.86,2019,December,T20Is
hrTeamsT20Is2019_081,81,t001,Sierra LeoneT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sl.png,45,43.43,2019,December,T20Is
hrTeamsT20Is2019_082,82,t002,SwitzerlandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ch.png,39,42.99,2019,December,T20Is
hrTeamsT20Is2019_083,83,t003,CameroonT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cm.png,22,42.56,2019,December,T20Is
hrTeamsT20Is2019_084,84,t004,BahamasT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bs.png,26,42.14,2019,December,T20Is
hrTeamsT20Is2019_085,85,t005,IsraelT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/il.png,21,41.71,2019,December,T20Is
hrTeamsT20Is2019_086,86,t006,CroatiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hr.png,17,41.30,2019,December,T20Is
hrTeamsT20Is2019_087,87,t007,SloveniaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/si.png,50,40.88,2019,December,T20Is
hrTeamsT20Is2019_088,88,t008,FijiT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fj.png,20,40.48,2019,December,T20Is
hrTeamsT20Is2019_089,89,t001,Cook IslandsT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ck.png,36,40.07,2019,December,T20Is
hrTeamsT20Is2019_090,90,t002,IndonesiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/id.png,41,39.67,2019,December,T20Is
hrTeamsT20Is2019_091,91,t003,JapanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/jp.png,12,39.27,2019,December,T20Is
hrTeamsT20Is2019_092,92,t004,MaliT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,16,38.88,2019,December,T20Is
hrTeamsT20Is2019_093,93,t005,GambiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,17,38.49,2019,December,T20Is
hrTeamsT20Is2019_094,94,t006,CambodiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,29,38.11,2019,December,T20Is
hrTeamsT20Is2019_095,95,t007,MyanmarT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mm.png,12,37.73,2019,December,T20Is
hrTeamsT20Is2019_096,96,t008,MongoliaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mn.png,33,37.35,2019,December,T20Is
hrTeamsT20Is2019_097,97,t009,MaliT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,30,36.97,2019,December,T20Is
hrTeamsT20Is2019_098,98,t010,GambiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gm.png,39,36.61,2019,December,T20Is
hrTeamsT20Is2019_099,99,t011,CambodiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kh.png,11,36.24,2019,December,T20Is
hrTeamsT20Is2019_100,100,t012,MaliT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ml.png,40,35.88,2019,December,T20Is
hrTeamsT20Is2018_001,1,t001,AustraliaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/au.png,44,96.55,2018,December,T20Is
hrTeamsT20Is2018_002,2,t002,EnglandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-eng.png,35,95.58,2018,December,T20Is
hrTeamsT20Is2018_003,3,t003,South AfricaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/za.png,23,94.63,2018,December,T20Is
hrTeamsT20Is2018_004,4,t004,West IndiesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/wi.png,32,93.68,2018,December,T20Is
hrTeamsT20Is2018_005,5,t005,New ZealandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nz.png,42,92.75,2018,December,T20Is
hrTeamsT20Is2018_006,6,t006,IndiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/in.png,13,91.82,2018,December,T20Is
hrTeamsT20Is2018_007,7,t007,PakistanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pk.png,27,90.90,2018,December,T20Is
hrTeamsT20Is2018_008,8,t008,Sri LankaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lk.png,45,89.99,2018,December,T20Is
hrTeamsT20Is2018_009,9,t001,CanadaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ca.png,23,89.09,2018,December,T20Is
hrTeamsT20Is2018_010,10,t002,ZimbabweT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/zw.png,25,88.20,2018,December,T20Is
hrTeamsT20Is2018_011,11,t003,BangladeshT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bd.png,15,87.32,2018,December,T20Is
hrTeamsT20Is2018_012,12,t004,United Arab EmiratesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ae.png,49,86.44,2018,December,T20Is
hrTeamsT20Is2018_013,13,t005,NetherlandsT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/nl.png,38,85.58,2018,December,T20Is
hrTeamsT20Is2018_014,14,t006,KenyaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ke.png,18,84.72,2018,December,T20Is
hrTeamsT20Is2018_015,15,t007,ScotlandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gb-sct.png,26,83.88,2018,December,T20Is
hrTeamsT20Is2018_016,16,t008,NamibiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/na.png,36,83.04,2018,December,T20Is
hrTeamsT20Is2018_017,17,t001,Hong KongT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hk.png,48,82.21,2018,December,T20Is
hrTeamsT20Is2018_018,18,t002,United States of AmericaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/us.png,19,81.39,2018,December,T20Is
hrTeamsT20Is2018_019,19,t003,BermudaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bm.png,43,80.57,2018,December,T20Is
hrTeamsT20Is2018_020,20,t004,IrelandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ie.png,25,79.77,2018,December,T20Is
hrTeamsT20Is2018_021,21,t005,AfghanistanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/af.png,11,78.97,2018,December,T20Is
hrTeamsT20Is2018_022,22,t006,NepalT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/np.png,21,78.18,2018,December,T20Is
hrTeamsT20Is2018_023,23,t007,Papua New GuineaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pg.png,39,77.40,2018,December,T20Is
hrTeamsT20Is2018_024,24,t008,OmanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/om.png,47,76.62,2018,December,T20Is
hrTeamsT20Is2018_025,25,t001,BahrainT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bh.png,17,75.86,2018,December,T20Is
hrTeamsT20Is2018_026,26,t002,KuwaitT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/kw.png,25,75.10,2018,December,T20Is
hrTeamsT20Is2018_027,27,t003,MaldivesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mv.png,50,74.35,2018,December,T20Is
hrTeamsT20Is2018_028,28,t004,Saudi ArabiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sa.png,44,73.60,2018,December,T20Is
hrTeamsT20Is2018_029,29,t005,QatarT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/qa.png,42,72.87,2018,December,T20Is
hrTeamsT20Is2018_030,30,t006,PhilippinesT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ph.png,29,72.14,2018,December,T20Is
hrTeamsT20Is2018_031,31,t007,VanuatuT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/vu.png,13,71.42,2018,December,T20Is
hrTeamsT20Is2018_032,32,t008,MaltaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mt.png,47,70.70,2018,December,T20Is
hrTeamsT20Is2018_033,33,t001,SpainT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/es.png,20,70.00,2018,December,T20Is
hrTeamsT20Is2018_034,34,t002,BelizeT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bz.png,14,69.30,2018,December,T20Is
hrTeamsT20Is2018_035,35,t003,MexicoT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mx.png,42,68.60,2018,December,T20Is
hrTeamsT20Is2018_036,36,t004,Costa RicaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cr.png,44,67.92,2018,December,T20Is
hrTeamsT20Is2018_037,37,t005,PanamaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pa.png,16,67.24,2018,December,T20Is
hrTeamsT20Is2018_038,38,t006,BelgiumT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/be.png,47,66.57,2018,December,T20Is
hrTeamsT20Is2018_039,39,t007,GermanyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/de.png,39,65.90,2018,December,T20Is
hrTeamsT20Is2018_040,40,t008,NigeriaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ng.png,34,65.24,2018,December,T20Is
hrTeamsT20Is2018_041,41,t001,BotswanaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bw.png,42,64.59,2018,December,T20Is
hrTeamsT20Is2018_042,42,t002,GhanaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gh.png,25,63.94,2018,December,T20Is
hrTeamsT20Is2018_043,43,t003,UgandaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ug.png,17,63.30,2018,December,T20Is
hrTeamsT20Is2018_044,44,t004,ItalyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/it.png,16,62.67,2018,December,T20Is
hrTeamsT20Is2018_045,45,t005,GuernseyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gg.png,21,62.04,2018,December,T20Is
hrTeamsT20Is2018_046,46,t006,JerseyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/je.png,20,61.42,2018,December,T20Is
hrTeamsT20Is2018_047,47,t007,NorwayT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/no.png,38,60.81,2018,December,T20Is
hrTeamsT20Is2018_048,48,t008,DenmarkT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/dk.png,24,60.20,2018,December,T20Is
hrTeamsT20Is2018_049,49,t001,MalaysiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/my.png,35,59.60,2018,December,T20Is
hrTeamsT20Is2018_050,50,t002,ThailandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/th.png,19,59.00,2018,December,T20Is
hrTeamsT20Is2018_051,51,t003,SamoaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ws.png,39,58.41,2018,December,T20Is
hrTeamsT20Is2018_052,52,t004,FinlandT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fi.png,44,57.83,2018,December,T20Is
hrTeamsT20Is2018_053,53,t005,SingaporeT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/sg.png,10,57.25,2018,December,T20Is
hrTeamsT20Is2018_054,54,t006,Cayman IslandsT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ky.png,19,56.68,2018,December,T20Is
hrTeamsT20Is2018_055,55,t007,AustriaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/at.png,47,56.11,2018,December,T20Is
hrTeamsT20Is2018_056,56,t008,RomaniaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ro.png,47,55.55,2018,December,T20Is
hrTeamsT20Is2018_057,57,t001,LuxembourgT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/lu.png,47,54.99,2018,December,T20Is
hrTeamsT20Is2018_058,58,t002,TurkeyT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/tr.png,18,54.44,2018,December,T20Is
hrTeamsT20Is2018_059,59,t003,Czech RepublicT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cz.png,49,53.90,2018,December,T20Is
hrTeamsT20Is2018_060,60,t004,ArgentinaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ar.png,48,53.36,2018,December,T20Is
hrTeamsT20Is2018_061,61,t005,BrazilT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/br.png,18,52.83,2018,December,T20Is
hrTeamsT20Is2018_062,62,t006,ChileT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cl.png,22,52.30,2018,December,T20Is
hrTeamsT20Is2018_063,63,t007,PeruT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pe.png,49,51.78,2018,December,T20Is
hrTeamsT20Is2018_064,64,t008,BulgariaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bg.png,12,51.26,2018,December,T20Is
hrTeamsT20Is2018_065,65,t001,SerbiaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rs.png,24,50.75,2018,December,T20Is
hrTeamsT20Is2018_066,66,t002,GreeceT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gr.png,26,50.24,2018,December,T20Is
hrTeamsT20Is2018_067,67,t003,PortugalT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/pt.png,24,49.74,2018,December,T20Is
hrTeamsT20Is2018_068,68,t004,GibraltarT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/gi.png,27,49.24,2018,December,T20Is
hrTeamsT20Is2018_069,69,t005,MalawiT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mw.png,28,48.75,2018,December,T20Is
hrTeamsT20Is2018_070,70,t006,MozambiqueT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/mz.png,28,48.26,2018,December,T20Is
hrTeamsT20Is2018_071,71,t007,BhutanT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/bt.png,30,47.78,2018,December,T20Is
hrTeamsT20Is2018_072,72,t008,Isle of ManT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/im.png,30,47.30,2018,December,T20Is
hrTeamsT20Is2018_073,73,t001,FranceT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/fr.png,28,46.83,2018,December,T20Is
hrTeamsT20Is2018_074,74,t002,SwedenT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/se.png,24,46.36,2018,December,T20Is
hrTeamsT20Is2018_075,75,t003,RwandaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/rw.png,41,45.89,2018,December,T20Is
hrTeamsT20Is2018_076,76,t004,HungaryT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/hu.png,32,45.43,2018,December,T20Is
hrTeamsT20Is2018_077,77,t005,CyprusT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/cy.png,47,44.98,2018,December,T20Is
hrTeamsT20Is2018_078,78,t006,EstoniaT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ee.png,38,44.53,2018,December,T20Is
hrTeamsT20Is2018_079,79,t007,LesothoT20Ishr,https://cricratings.nyc3.cdn.digitaloceanspaces.com/teams_images/ls.png,34,44.09,2018,December,T20Is
